,cluster_id,genes,size,reactome_term,reactome_name,reactome_pval
551,550,"['ARL8A', 'CAMKV', 'CHAD', 'GLIPR2', 'GPR25', 'IGFN1', 'SZRD1', 'TNNI1']",8,R-HSA-390522,Striated Muscle Contraction,0.047696490172580264
552,551,"['ARMC1', 'GALNT5', 'LRRC36', 'PHF14', 'SMARCAD1', 'TOMM7', 'UBE3B']",7,R-HSA-5205685,PINK1-PRKN Mediated Mitophagy,0.030626607792460625
553,552,"['ARMC2', 'BHMT2']",2,R-HSA-1614635,Sulfur amino acid metabolism,0.012037283080110983
554,553,"['ARMC5', 'CHTF18', 'CHTF8', 'DSCC1', 'EID1', 'SCAF4', 'TMEM209']",7,R-HSA-174411,Polymerase switching on the C-strand of the telomere,1.021682430857318e-05
555,554,"['ARMC6', 'DHX57', 'EPCAM', 'FAAP20', 'MORN1', 'RILPL1', 'TCFL5', 'YOD1']",8,R-HSA-6783310,Fanconi Anemia Pathway,0.06909770838057905
556,555,"['ARMC7', 'DDX59', 'FAM204A', 'INAFM1']",4,None,None,1.0
557,556,"['ARMCX1', 'CD28', 'DMTN', 'MCCC1', 'MIA', 'NEIL2', 'PNLIPRP1', 'SLIT2', 'TIMD4']",9,R-HSA-8985586,SLIT2:ROBO1 increases RHOA activity,0.016310562817332896
558,557,"['ARMCX2', 'BROX', 'C6orf62', 'CLDN17', 'DCAF16', 'DDIT4L', 'FYB1', 'ING4', 'LHX9', 'LRRC70', 'LRRFIP2', 'MINDY4', 'NLRP14', 'NPC2', 'RGS5', 'RNF122', 'SPINK5', 'TMPRSS11F', 'ZCWPW1', 'ZNF519']",20,R-HSA-9734767,Developmental Cell Lineages,0.1425961770579306
559,558,"['ARMCX5', 'BTNL3', 'CA4', 'DPYS', 'EGR3', 'INSL3', 'MMP26', 'NKX2-2', 'P2RX5', 'RTN2', 'SULT1A2', 'WNT2']",12,R-HSA-210746,Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells,0.00019626809548423108
560,559,"['ARMCX6', 'CNN2']",2,R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,0.0009646376105663101
561,560,"['ARMH3', 'PI4KB']",2,R-HSA-1660514,Synthesis of PIPs at the Golgi membrane,0.018344604694273015
562,561,"['ARMS2', 'FOXO4', 'KLHL31', 'LHX8', 'MAP4K1', 'MKRN2OS', 'MMP2', 'NUDT2', 'OAZ2', 'SERPINA9', 'STMN4', 'TAS2R60', 'TFF1', 'ZG16']",14,R-HSA-350562,Regulation of ornithine decarboxylase (ODC),0.1113972766780017
563,562,"['ARMT1', 'CALM1', 'CRYZ', 'NUDT15', 'TYW3', 'ZMYM5']",6,R-HSA-451308,Activation of Ca-permeable Kainate Receptor,0.009972747937451287
564,563,"['ARPC1B', 'FBXO24', 'PGLYRP4']",3,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,0.03114360028742791
565,564,"['ARPC5', 'NAP1L1']",2,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,0.026021185874072983
566,565,"['ARPC5L', 'CDH20', 'CLIP4', 'CMC4', 'DNAJC27', 'DYNAP', 'EIF5A2', 'ERICH1', 'FOXF1', 'GRIN3A', 'KCNK2', 'KPNA3', 'MAP9', 'MKX', 'MSX1', 'NFAM1', 'ONECUT1', 'OSTN', 'PACSIN2', 'POU6F2', 'PRKCD', 'RAI14', 'RSPO3', 'SBF1', 'SLC18A1', 'SLC25A11', 'SORCS3', 'STAC', 'STYK1', 'TMEM35A', 'TTC32', 'UPK3A']",32,R-HSA-9758920,Formation of lateral plate mesoderm,0.0010485389510419552
567,566,"['ARPIN', 'C3AR1', 'CCR8', 'CIPC', 'HSPA2', 'HYAL3', 'LBP', 'LRTM2', 'MAN2A2', 'PTDSS2', 'RTP2', 'TMEM125']",12,R-HSA-166020,Transfer of LPS from LBP carrier to CD14,0.008824318250665764
568,567,"['ARPP21', 'C10orf82', 'DYTN']",3,None,None,1.0
569,568,"['ARRB2', 'CBY2', 'OMP', 'SLC9C1', 'THRSP', 'UCP3', 'WNT2B', 'ZNF80']",8,R-HSA-167827,The proton buffering model,0.02166919956081126
570,569,"['ARRDC1', 'BAIAP2', 'NRARP', 'NSMF', 'PAEP', 'RNF224', 'TMEM141']",7,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,0.03369469606728892
571,570,"['ARRDC3', 'CLEC10A', 'HIF1A', 'NDRG1']",4,R-HSA-9701898,STAT3 nuclear events downstream of ALK signaling,0.00013417659523429215
572,571,"['ARSF', 'FAM9C']",2,R-HSA-1663150,The activation of arylsulfatases,0.003463977928033435
573,572,"['ART4', 'C1orf185', 'DSC3', 'FAM104A', 'FAM111A', 'PLCB4', 'ZNF107']",7,R-HSA-6809371,Formation of the cornified envelope,0.01342298537466935
574,573,"['ARTN', 'BOD1L1', 'BRIP1', 'DAXX', 'ERCC1', 'ERCC4', 'FAAP100', 'FANCA', 'FANCC', 'FANCD2', 'FANCF', 'FANCI', 'FANCL', 'HNRNPA2B1', 'JMJD1C', 'NCBP3', 'OGA', 'PARP1', 'RFWD3', 'RTEL1', 'SLX4', 'UBE2T']",22,R-HSA-6783310,Fanconi Anemia Pathway,1.3078427230084344e-12
575,574,"['ARVCF', 'ATE1', 'C15orf61', 'CDKN1C', 'CDKN2A', 'CYTH4', 'DGAT2', 'FGB', 'GCG', 'HERC5', 'HINT3', 'HOXA4', 'KANK3', 'MND1', 'PABPN1L', 'PCDHGB7', 'RNF112']",17,R-HSA-2559585,Oncogene Induced Senescence,5.80792464011104e-07
576,575,"['ASAH2', 'CHST12', 'DUSP5', 'DUSP7', 'ENTPD3', 'FCRLB', 'G0S2', 'GNG8', 'GP5', 'LPCAT1', 'NAGA', 'NUDT1', 'PRR5', 'PUDP', 'RASA3', 'RD3', 'SNTB1', 'STK32C', 'SV2B', 'TPBG', 'TWIST1']",21,R-HSA-2393930,Phosphate bond hydrolysis by NUDT proteins,7.136525778161928e-05
577,576,"['ASB10', 'CRYGN', 'EPHA1', 'GALNT11', 'GALNTL5', 'GBX1', 'HELT', 'LHX3', 'NCR1', 'PRLH', 'RXRB', 'ZNF775']",12,R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",0.0014401794683490676
578,577,"['ASB2', 'C14orf180', 'COL6A1', 'CRYBA2', 'DEGS2', 'FAM174B', 'GSC', 'RABL6', 'RNF208', 'SPATA12', 'TDRD9']",11,R-HSA-9754189,Germ layer formation at gastrulation,0.000489255037587677
579,578,"['ASB5', 'ENPP6']",2,R-HSA-6814848,Glycerophospholipid catabolism,0.013784082968706368
580,579,"['ASB6', 'GLS2', 'INHBE', 'LCN2', 'NDUFA4L2', 'OS9', 'STAC3', 'USP9X']",8,R-HSA-9013424,RHOV GTPase cycle,0.09089649428601121
581,580,"['ASB7', 'BSDC1', 'CIBAR2', 'VTI1A', 'ZNF839']",5,R-HSA-6811440,Retrograde transport at the Trans-Golgi-Network,0.07161398283444653
582,581,"['ASCC1', 'C12orf42', 'CAPZA2', 'ENOX1', 'GRAMD2B', 'HSPBAP1', 'IFT57', 'IQCB1', 'KRT13', 'KRTAP19-6', 'MYO6', 'NANP', 'NRDC', 'PPM1M', 'PPP2R5C', 'STAT4', 'STK17A', 'TIAL1', 'TSPAN5', 'WDFY3', 'ZFYVE9', 'ZNF341']",22,R-HSA-112126,ALKBH3 mediated reversal of alkylation damage,0.0489370914616819
583,582,"['ASCC2', 'CDKN1A', 'IGFL4', 'RASSF6', 'SEMA3E', 'SLC5A10', 'TP53', 'UBE2E1', 'USP28']",9,R-HSA-69560,Transcriptional activation of p53 responsive genes  ,1.992592091326628e-09
584,583,"['ASCC3', 'DNAAF10', 'GPBP1', 'GPN2', 'MED31', 'MED4', 'NEPRO', 'PDRG1', 'PFDN2', 'POLR2M', 'RPAP3', 'UXT']",12,R-HSA-8953750,Transcriptional Regulation by E2F6,0.001293899973357382
585,584,"['ASCL4', 'CD3G', 'CNDP2', 'CPB2', 'FAM241A', 'JPH3', 'OPRD1', 'PLCG2', 'PPP1R16B', 'TAGAP', 'TMEM150B', 'TUBAL3', 'TUSC2', 'UCN3']",14,R-HSA-9027277,Erythropoietin activates Phospholipase C gamma (PLCG),0.04250250286088242
586,585,"['ASCL5', 'CALHM3', 'CDH24', 'CELA1', 'DNAH10', 'DUOX2', 'HOXD9', 'IL22RA1', 'ITGA7', 'KDR', 'MACROH2A2', 'MANBAL', 'NPC1L1', 'PAN2', 'RFXAP', 'ROBO1', 'RPGRIP1', 'SFT2D2', 'TEKT2', 'THBS4', 'TNS2', 'TRIM9', 'UPP2', 'ZMYND10', 'ZNF318']",25,R-HSA-8963678,Intestinal lipid absorption,0.013017075657755006
587,586,"['ASDURF', 'FBRS', 'LTBP4', 'OOSP3', 'RECQL4', 'TMEM269']",6,R-HSA-2129379,Molecules associated with elastic fibres,0.02582998626249544
588,587,"['ASF1A', 'CABIN1', 'UBN2']",3,R-HSA-2559584,Formation of Senescence-Associated Heterochromatin Foci (SAHF),9.223221679122151e-05
589,588,"['ASF1B', 'EAF1', 'ICE2', 'LTK', 'SGO2', 'THBS1']",6,R-HSA-9842663,Signaling by LTK,0.02937424359333607
590,589,"['ASH1L', 'KAT6A']",2,R-HSA-3247509,Chromatin modifying enzymes,0.013270749857883013
591,590,"['ASH2L', 'DPY30']",2,R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes,0.0001514182909480022
592,591,"['ASIC1', 'CCDC158', 'DGKA', 'FGF5', 'IKZF4', 'RAB11FIP4', 'STAT2']",7,R-HSA-190375,FGFR2c ligand binding and activation,0.03223993348153498
593,592,"['ASIC4', 'FBXL7', 'HDGFL1', 'HEBP1', 'KCNG1', 'MAGEB16', 'MYL12B', 'NXF3', 'PLD4', 'PTPRN', 'TMEM47', 'TMPRSS3']",12,R-HSA-1296072,Voltage gated Potassium channels,0.12205315622012414
594,593,"['ASL', 'C19orf12', 'CDHR1', 'CGAS', 'CUX2', 'DBNL', 'DDX43', 'DPPA5', 'HAAO', 'KHDC3L', 'LYPD1', 'PRADC1', 'RETSAT', 'RNF181', 'SLC22A17', 'THNSL2', 'TMEM116', 'YIF1B']",18,R-HSA-70635,Urea cycle,0.0732922533432041
595,594,"['ASMT', 'C11orf96', 'IL3RA', 'LOC728392', 'MMP12', 'OR2AJ1', 'TEX51', 'TEX53']",8,R-HSA-912526,Interleukin receptor SHC signaling,0.02938634079060498
596,595,"['ASMTL', 'CTXND1', 'NBDY', 'OVCH1', 'PLCXD1', 'PRSS41', 'SPDYE3', 'TDRD15', 'ZNF738']",9,R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,0.07830623831902706
597,596,"['ASNS', 'EIF2AK4']",2,R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,3.9840088272846685e-06
598,597,"['ASNSD1', 'BMP5', 'CD22', 'CNRIP1', 'EMB', 'EPB41L5', 'GBP2', 'GPR160', 'L1TD1', 'MYH4', 'RGS7BP', 'SYPL1', 'TDRD12', 'TLL1', 'TMEM38B', 'ZFP37', 'ZNF540', 'ZNF566', 'ZNF568', 'ZNF571']",20,R-HSA-5690714,CD22 mediated BCR regulation,0.18068960823907954
599,598,"['ASPM', 'AURKA', 'KIF18A', 'SKA1', 'SKA3', 'SPAG5']",6,R-HSA-8854521,Interaction between PHLDA1 and AURKA,0.0033343989757053105
600,599,"['ASPSCR1', 'ATP11B', 'C1QTNF1', 'CANT1', 'FSCN2', 'FYCO1', 'HES1', 'MCRIP1', 'METRNL', 'NPB', 'NPTX1', 'PPP1R27', 'SIMC1', 'SLC38A10', 'SPATA33', 'TCAF1', 'TEX2', 'ZNF750']",18,R-HSA-8941856,RUNX3 regulates NOTCH signaling,0.0008024359897063071
601,600,"['ASRGL1', 'C17orf75', 'DALRD3', 'DSG2', 'DUSP14', 'HM13', 'MRM1', 'RHOT1']",8,R-HSA-9013425,RHOT1 GTPase cycle,0.012068047857126785
602,601,"['ASTE1', 'CACNA1C', 'CDHR2', 'CLIP1', 'EDA', 'GDF7', 'KLK8', 'LAMP3', 'LMX1B', 'MICAL3', 'MTHFR', 'NUDT16', 'POMC', 'STARD13', 'TIMP1', 'TMEM266', 'TMEM35B', 'TRIM4', 'ZNF521']",19,R-HSA-9823739,Formation of the anterior neural plate,0.0030321771684588272
603,602,"['ASXL3', 'EPN2', 'HCLS1', 'LRRC20']",4,R-HSA-8856828,Clathrin-mediated endocytosis,0.08930027351686898
604,603,"['ASZ1', 'DGCR6', 'GTF2H4', 'MNAT1', 'RAB23', 'SAYSD1', 'ZGRF1']",7,R-HSA-77075,RNA Pol II CTD phosphorylation and interaction with CE,0.0008550081904822315
605,604,"['ATAD1', 'C12orf40', 'CFH', 'DHCR7', 'FSD1L', 'IL31', 'MARK1', 'MYCL', 'OXSR1', 'PRSS16', 'SC5D', 'SERPINB1', 'SLC35E3', 'SLC5A12', 'TCEAL1', 'TPRN']",16,R-HSA-2426168,Activation of gene expression by SREBF (SREBP),6.592532572458065e-05
606,605,"['ATAD2', 'DERL1', 'MAX', 'MYC', 'TUBG1']",5,R-HSA-4411364,Binding of TCF/LEF:CTNNB1 to target gene promoters,0.00028551785064390156
607,606,"['ATAD3B', 'SNCB']",2,R-HSA-5660489,MTF1 activates gene expression,8.904254957808888e-07
608,607,"['ATF1', 'C2orf69', 'CHMP1A', 'DAZAP2', 'FBXL19', 'FOSL2', 'HMCES', 'KLLN', 'NFKBIB', 'PTRH1', 'QPCTL', 'RSPH6A', 'SPATA24', 'TSPOAP1', 'WDR38', 'ZKSCAN5', 'ZNF185']",17,R-HSA-181429,Serotonin Neurotransmitter Release Cycle,0.05601941322314741
609,608,"['ATF5', 'CCDC180', 'CCL27', 'CSDC2', 'CUL7', 'DESI1', 'FAM167A', 'FAM183A', 'GORASP1', 'GRK7', 'HCRTR1', 'HPCAL4', 'HVCN1', 'JCAD', 'KLHL34', 'LIMA1', 'LYPLA2', 'PIMREG', 'PRDX3', 'PROKR1', 'PRSS50', 'RHO', 'SCGB1A1', 'SIAH3', 'SMOC1', 'TACR2', 'TDP1', 'TLE1', 'TMCO3', 'ZNF333']",30,R-HSA-9648895,Response of EIF2AK1 (HRI) to heme deficiency,0.0006943281470138674
610,609,"['ATG10', 'RGMB']",2,R-HSA-373752,Netrin-1 signaling,0.02314388611517293
611,610,"['ATG101', 'ATG12', 'ATG14', 'ATG9A', 'NCOA4', 'RB1CC1', 'WIPI2']",7,R-HSA-1632852,Macroautophagy,1.7173241056656074e-05
612,611,"['ATG16L1', 'AUNIP', 'C19orf73', 'CACNA1B', 'ECEL1', 'FOXC2', 'GALNT15', 'GASK1B', 'MPPED1', 'NEU2', 'OTOS', 'PDZD3', 'PLCD4', 'SNORC', 'SNX19']",15,R-HSA-913709,O-linked glycosylation of mucins,0.010537844312795364
613,612,"['ATL2', 'BNIP1', 'GOLT1B', 'MPHOSPH6', 'NBAS', 'USE1']",6,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,0.0011466043519566815
614,613,"['ATM', 'CTDSPL2', 'HLCS', 'TFG', 'TP53BP1', 'UBE2K']",6,R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,0.0012299522405609942
615,614,"['ATOX1', 'CACNG7', 'CACNG8', 'FCAR', 'FIZ1', 'VSTM1']",6,R-HSA-5576893,Phase 2 - plateau phase,0.0003755000450770263
616,615,"['ATP13A3', 'CHPF2', 'LIN28B', 'LUZP1', 'MYCN', 'SOX11', 'UBE3C']",7,R-HSA-201556,Signaling by ALK,0.0016005067941528006
617,616,"['ATP1A4', 'H2AC8', 'H2BC11', 'H2BC26', 'H2BC4', 'H2BC5', 'H2BC6', 'H2BC8', 'H2BC9', 'H3C1', 'H3C2', 'H4C1', 'H4C5', 'MASTL', 'TAPBP']",15,R-HSA-5334118,DNA methylation,1.454392162258955e-14
618,617,"['ATP1B4', 'CFAP161', 'OLFML1']",3,R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,0.024138070775864495
619,618,"['ATP23', 'CTXN1', 'DBP', 'FICD', 'UNG']",5,R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",0.0008918626521446926
620,619,"['ATP2B2', 'B3GNT7', 'IQCD', 'PLEKHO2', 'SLC16A14', 'VGF']",6,R-HSA-418359,Reduction of cytosolic Ca++ levels,0.00048033563526794776
621,620,"['ATP2C1', 'CHD3', 'CNPY2', 'CPD', 'DDI2', 'FAM20B', 'FURIN', 'ID2', 'IGF1R', 'INSR', 'IRS2', 'KBTBD2', 'PCM1', 'PIM3', 'PREX1', 'SERP1', 'SIRT1', 'SSR3', 'STT3A', 'VPS13C', 'WDR11']",21,R-HSA-74713,IRS activation,0.000578212604572248
622,621,"['ATP5F1A', 'ATP5F1B', 'ATP5F1C', 'ATP5F1D', 'ATP5MG', 'ATP5PB', 'ATP5PD', 'ATP5PF', 'ATP5PO', 'GRPEL1', 'OXA1L', 'TMEM242', 'TMEM70']",13,R-HSA-163210,Formation of ATP by chemiosmotic coupling,2.220446049250313e-16
623,622,"['ATP5ME', 'ATP5MGL', 'CCDC51', 'CHCHD1', 'CMC1', 'DNM1L', 'IGF2BP2', 'KLHL12', 'LRPPRC', 'MARS2', 'MIEF1', 'MIPEP', 'MPV17L2', 'MRPL12', 'MRPL15', 'MRPL16', 'MRPL17', 'MRPL18', 'MRPL24', 'MRPL27', 'MRPL3', 'MRPL30', 'MRPL32', 'MRPL33', 'MRPL40', 'MRPL44', 'MRPL46', 'MRPL48', 'MRPL49', 'MRPL53', 'MRPL57', 'MRPS10', 'MRPS11', 'MRPS18C', 'MRPS22', 'MRPS23', 'MRPS30', 'MRPS31', 'MRPS5', 'MRPS9', 'MTERF3', 'PFKFB3', 'RARS2', 'RCC1L', 'RHNO1', 'RPUSD4', 'SDHAF2', 'SLC25A36', 'SLC30A9', 'TACO1', 'TMEM11', 'TMEM200B', 'TTYH3', 'YARS2']",54,R-HSA-5419276,Mitochondrial translation termination,1.1102230246251565e-16
624,623,"['ATP6AP1', 'ATP6AP2', 'ATP6V0A1']",3,R-HSA-77387,Insulin receptor recycling,0.0012745064716532806
625,624,"['ATP6V0A2', 'BAG3', 'BCL2', 'CCND3', 'CSF2RB', 'FBXO7', 'GFI1', 'HIF1AN', 'LRPAP1', 'MFSD2A', 'MICU1', 'MYB', 'SATB1', 'SLC5A3', 'SPI1', 'TEX33', 'TMEM164', 'TMEM247', 'TRAPPC10']",19,R-HSA-9616222,Transcriptional regulation of granulopoiesis,4.2193962682013364e-05
626,625,"['ATP6V0A4', 'BAG1', 'ENTREP3', 'GBA1', 'GCC1', 'HDGF', 'IGSF9', 'MCM8', 'METTL25B', 'NFX1', 'OTUD7B', 'RUSC1', 'VILL']",13,R-HSA-68689,CDC6 association with the ORC:origin complex,0.021855655540345853
627,626,"['ATP6V0E2', 'CABLES2', 'FUCA2', 'GATD1', 'LRRC56', 'RBBP8NL']",6,R-HSA-8957275,Post-translational protein phosphorylation,0.11877876039556523
628,627,"['ATP6V1C1', 'ATP6V1F', 'CCDC115', 'DDX42', 'DNM2', 'HNRNPM', 'OSBPL9', 'PFN1', 'PMVK', 'TMEM199', 'TNPO1', 'VPS52', 'WDR7']",13,R-HSA-9857377,Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy,0.00022316698846425176
629,628,"['ATP6V1D', 'ATP6V1E1', 'CBX3', 'ZNF91']",4,R-HSA-9857377,Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy,8.728070191366122e-06
630,629,"['ATP6V1G3', 'FAM199X', 'HABP2', 'MAB21L1', 'MALT1', 'MCTP2', 'NR2F2', 'OBI1', 'PEAK1', 'PIH1D2', 'PRSS58']",11,R-HSA-5660668,CLEC7A/inflammasome pathway,0.013779685048174395
631,630,"['ATP7A', 'AXDND1', 'BNIP3', 'C1orf100', 'CEACAM7', 'CLEC12A', 'CSNK1G1', 'DRG1', 'EFCAB11', 'FAM200B', 'FDXACB1', 'GON7', 'GRXCR2', 'IL13RA2', 'KIF3A', 'KISS1', 'KLHL41', 'LRTM1', 'MBOAT1', 'NOXRED1', 'OLA1', 'PGAP1', 'PIWIL1', 'PPIL3', 'PROX1', 'PTH2R', 'R3HCC1L', 'RAB4B', 'SAXO1', 'SLC27A2', 'SMURF2', 'SNX25', 'SYCP2L', 'TBC1D17', 'TNFSF13', 'UBE2V1', 'VPS26B', 'WDR5B', 'ZNF124', 'ZNF311', 'ZNF441', 'ZNF609', 'ZNF695', 'ZNF75A']",44,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,0.4596970239232556
632,631,"['ATP8B2', 'B4GALT3', 'CIART', 'CTSK', 'DNAJC22', 'ESR2', 'MINDY1', 'MYL6B', 'PEX11B', 'PRUNE1', 'RAB25', 'RAB2B', 'ZNF687']",13,R-HSA-383280,Nuclear Receptor transcription pathway,0.20313838990852529
633,632,"['ATP8B3', 'DCAF8', 'LINGO3']",3,R-HSA-936837,Ion transport by P-type ATPases,0.05847196452949921
634,633,"['ATPAF2', 'CCDC77', 'DDX28', 'EDRF1', 'ERAL1', 'GTPBP10', 'GTPBP3', 'IBA57', 'LIG3', 'LIPT2', 'MCAT', 'METTL17', 'MRM2', 'MRM3', 'MRPL10', 'MRPL28', 'MRPL34', 'MRPL36', 'MRPL55', 'MRPL58', 'MRPS12', 'MRPS28', 'MTERF4', 'MTG1', 'MTG2', 'MTIF2', 'MTRFR', 'NEK8', 'NOA1', 'NSUN4', 'PUS1', 'REXO2', 'RPUSD3', 'SARS2', 'SFXN4', 'SLC35F2', 'SLITRK1', 'SOD2', 'TFB1M', 'TNFAIP1', 'TXN2', 'WARS2', 'XPNPEP3']",43,R-HSA-5368287,Mitochondrial translation,9.639622433610384e-11
635,634,"['ATRAID', 'C1orf50', 'CENPJ', 'CEP120', 'CEP152', 'CEP44', 'EHMT1', 'EIF3K', 'EIF4E', 'EIF4G1', 'FKBPL', 'GIPR', 'MAPK14', 'MBD3', 'MPLKIP', 'NEK1', 'PLK4', 'POU2F1', 'PPP1R35', 'PPP2R3C', 'RTTN', 'SMARCAL1', 'STK40', 'TEDC1', 'TEDC2', 'TTF2', 'TUBD1', 'TUBE1']",28,R-HSA-9820865,Z-decay: degradation of maternal mRNAs by zygotically expressed factors,0.004424461416603909
636,635,"['ATRIP', 'HUS1', 'PIH1D1', 'RAD1', 'RAD17', 'RAD9A']",6,R-HSA-5685938,HDR through Single Strand Annealing (SSA),1.1078274475551098e-07
637,636,"['ATXN10', 'DR1', 'EIF3J', 'LAGE3', 'MCPH1', 'NAA15', 'PGGT1B', 'POLR1B', 'SNUPN', 'TP53RK', 'TPRKB', 'TRMT5']",12,R-HSA-6782315,tRNA modification in the nucleus and cytosol,5.7318261902250534e-05
638,637,"['ATXN3L', 'ELOVL7', 'FASLG', 'MXD1', 'RGS11']",5,R-HSA-9614657,FOXO-mediated transcription of cell death genes,0.00044969839332242856
639,638,"['AUP1', 'STUB1', 'TM2D3']",3,R-HSA-5213460,RIPK1-mediated regulated necrosis,0.0313344638768801
640,639,"['AURKB', 'BIRC5', 'ESPL1', 'NAA50', 'PAFAH1B1', 'PRC1', 'TOP2A']",7,R-HSA-141424,Amplification of signal from the kinetochores,0.0008713844248210423
641,640,"['AUTS2', 'BABAM2', 'C2orf80', 'CCNA1', 'CD1C', 'CXCL9', 'EFHB', 'FABP12', 'FDCSP', 'GDNF', 'GLOD5', 'ICAM1', 'IFTAP', 'MAPK10', 'MOAP1', 'MPC1', 'SCN3A', 'SP100', 'SPINK1', 'SPINT4', 'SWAP70', 'TAS2R13', 'TMEM200A', 'TSSK1B', 'UGT2B4', 'YPEL2']",26,R-HSA-68911,G2 Phase,0.03533306177926643
642,641,"['AVEN', 'HBS1L', 'SKIC2', 'SKIC3']",4,R-HSA-429958,mRNA decay by 3' to 5' exoribonuclease,7.233590003097312e-06
643,642,"['AVPR1B', 'CDK18', 'COQ8A', 'FZD2', 'MFSD4A', 'NFASC']",6,R-HSA-447043,Neurofascin interactions,0.015489234472895297
644,643,"['AZGP1', 'CNPY4', 'GJC3', 'LRCH4', 'LRWD1', 'MBLAC1', 'MOGAT3', 'S100A11', 'SOX15', 'TRIP6', 'ZNF3']",11,R-HSA-75109,Triglyceride biosynthesis,0.04762478326359998
645,644,"['AZI2', 'C6orf89', 'CLIC1', 'FBXW12', 'GXYLT1', 'HYDIN', 'MEPE', 'NEU1', 'PIK3IP1', 'PPIP5K2', 'STARD8', 'TCTN3', 'TMOD1', 'TNRC6C', 'TYW5']",15,R-HSA-9768778,Regulation of NPAS4 mRNA translation,0.03335230065364392
646,645,"['B3GALT1', 'MTMR3']",2,R-HSA-9037629,Lewis blood group biosynthesis,0.02231738084692103
647,646,"['B3GALT4', 'CDK10', 'CIRBP', 'DBNDD1', 'DCUN1D2', 'SPATA2L', 'TCF25', 'TOR4A', 'TTLL4']",9,R-HSA-8951664,Neddylation,0.3690400195976027
648,647,"['B3GALT5', 'CP', 'CPNE4', 'CRISP3', 'IL15', 'NECTIN3', 'PCP4', 'REEP3', 'SSTR4', 'TBC1D15', 'TSPAN13', 'UPP1', 'ZNF18']",13,R-HSA-420597,Nectin/Necl  trans heterodimerization,0.02135217195611072
649,648,"['B3GAT1', 'MYLK4', 'ST14']",3,R-HSA-1971475,A tetrasaccharide linker sequence is required for GAG synthesis,0.00596075852461897
650,649,"['B3GAT2', 'BACE1', 'CATSPER2', 'EGR4', 'EPAS1', 'GFUS', 'KY', 'OTOA', 'PARP14', 'PBX4', 'RNF214', 'TOMM5', 'TPRA1', 'TTC36']",14,R-HSA-8849473,PTK6 Expression,0.03036584599944303
651,650,"['B3GAT3', 'B3GNT5', 'B4GALT7', 'CAMLG', 'EXT1', 'EXT2', 'EXTL3', 'FRS2', 'GLCE', 'HS2ST1', 'HTT', 'IGF2', 'PAPSS1', 'PDZD11', 'PIK3R2', 'POFUT2', 'SLC35A2', 'SLC35B2', 'TGIF1', 'TMEM165', 'TRANK1', 'TRIM37', 'XYLT2']",23,R-HSA-1638091,Heparan sulfate/heparin (HS-GAG) metabolism,5.708269190662918e-06
652,651,"['B4GALNT1', 'EFEMP2', 'FADS2', 'FKBP2', 'MAP4K2', 'NUDT22', 'ORAI3', 'TSN', 'VEGFB']",9,R-HSA-194313,VEGF ligand-receptor interactions,0.017825970888383114
653,652,"['B4GALNT2', 'NGFR']",2,R-HSA-205017,NFG and proNGF binds to p75NTR,0.002693946614591547
654,653,"['B4GALNT3', 'BTN2A1', 'C21orf58', 'GPER1', 'IQSEC3', 'SLC6A12', 'UNCX']",7,R-HSA-9768919,NPAS4 regulates expression of target genes,0.001546386456018456
655,654,"['B4GALT5', 'DNAAF9', 'LRRC28', 'NAP1L4', 'TM9SF2', 'UGCG', 'ZNF69']",7,R-HSA-9840309,Glycosphingolipid biosynthesis,0.0031990157247697715
656,655,"['BACE2', 'C2orf72', 'C6orf120', 'CDR2L', 'CTSE', 'CX3CL1', 'FZD7', 'KLK12', 'MOGAT1', 'SAP30L', 'SPSB4']",11,R-HSA-427413,NoRC negatively regulates rRNA expression,0.22849247889294289
657,656,"['BAG5', 'FBL', 'GARS1', 'LRR1', 'MCM3', 'MCM6', 'NRF1', 'RPL11', 'RPL37', 'RPLP0', 'RPS13', 'RPS19', 'TOMM40L', 'UBA52']",14,R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),1.3804509127912645e-05
